current_handle,proposed_handle,current_url,proposed_url,swedish_detected,recommendation,execute_phase,status,title
joyroom-usb-c-laddkabel-60w,joyroom-usb-c-laddcable-60w,/products/joyroom-usb-c-laddkabel-60w,/products/joyroom-usb-c-laddcable-60w,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM USB-C Laddkabel för Snabbladdning 60W
joyroom-lightning-kabel-snabbladdning-dataoverfori,joyroom-lightning-cable-snabbladdning-dataoverfori,/products/joyroom-lightning-kabel-snabbladdning-dataoverfori,/products/joyroom-lightning-cable-snabbladdning-dataoverfori,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM Lightning Kabel för Effektiv Laddning
joyroom-8-pin-vinklad-90-laddkabel,joyroom-8-pin-vinklad-90-laddcable,/products/joyroom-8-pin-vinklad-90-laddkabel,/products/joyroom-8-pin-vinklad-90-laddcable,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM 8-pin Vinklad 90° Snabbladdningskabel
joyroom-s-a55-starflight-usb-lightning-snabbladdka,joyroom-s-a55-starflight-usb-lightning-snabbladdka,/products/joyroom-s-a55-starflight-usb-lightning-snabbladdka,/products/joyroom-s-a55-starflight-usb-lightning-snabbladdka,NO,KEEP,6_REVIEW_ONLY,DRAFT,JOYROOM S-A55 StarFlight Lightning Snabbladdkabel
joyroom-lightning-datakabel-1-2m,joyroom-lightning-datacable-1-2m,/products/joyroom-lightning-datakabel-1-2m,/products/joyroom-lightning-datacable-1-2m,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM Lightning k enhet - JOYROOM Lightning Datakabel 1.2m
magnetiskt-nackfaste-actionkamera,magnetiskt-nackmount-actionkamera,/products/magnetiskt-nackfaste-actionkamera,/products/magnetiskt-nackmount-actionkamera,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Action Camera Magnetic Neck - Magnetiskt Nackfäste för Actionkamera
actionkamera-hattfaste-dji,actionkamera-hattmount-dji,/products/actionkamera-hattfaste-dji,/products/actionkamera-hattmount-dji,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Action Camera Hat Brim - Hattfäste för Actionkamera med Kepsmontering
cykelhjalmsfaste-camera-justerbart-universal,cykelhjalmsmount-camera-justerbart-universal,/products/cykelhjalmsfaste-camera-justerbart-universal,/products/cykelhjalmsmount-camera-justerbart-universal,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Cykelhjälmsfäste kamera - Justerbart Universal Cykelhjälmsfäste
magnetfaste-actionkamera-dji-osmo-nano,magnetmount-actionkamera-dji-osmo-nano,/products/magnetfaste-actionkamera-dji-osmo-nano,/products/magnetmount-actionkamera-dji-osmo-nano,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano magnetfäste
insta360-go-ultra-linsskydd,insta360-go-ultra-lens-protector,/products/insta360-go-ultra-linsskydd,/products/insta360-go-ultra-lens-protector,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 GO Ultra 2pcs Lens - Reptåligt Linsskydd för Insta360 GO
dji-osmo-nano-linsskydd-magnetfaste,dji-osmo-nano-lens-protector-magnetmount,/products/dji-osmo-nano-linsskydd-magnetfaste,/products/dji-osmo-nano-lens-protector-magnetmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano Linsskydd med Magnetfäste
dji-osmo-nano-kamerabur-plast-protection,dji-osmo-nano-kamerabur-plast-protection,/products/dji-osmo-nano-kamerabur-plast-protection,/products/dji-osmo-nano-kamerabur-plast-protection,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano Kamera Plastic - Skyddsbur för DJI Osmo Nano
insta360-go-ultra-magnetiskt-snabbfaste,insta360-go-ultra-magnetiskt-snabbmount,/products/insta360-go-ultra-magnetiskt-snabbfaste,/products/insta360-go-ultra-magnetiskt-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 GO Ultra Magnetic - Insta360 GO Ultra Magnetiskt Snabbfäste
dji-osmo-nano-faste-vertikal-filmning,dji-osmo-nano-mount-vertikal-filmning,/products/dji-osmo-nano-faste-vertikal-filmning,/products/dji-osmo-nano-mount-vertikal-filmning,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano Fäste för Vertikal Filmning
actionkamera-hallare-dji-forlangningsram,actionkamera-hallare-dji-forlangningsram,/products/actionkamera-hallare-dji-forlangningsram,/products/actionkamera-hallare-dji-forlangningsram,NO,KEEP,6_REVIEW_ONLY,DRAFT,Actionkamera hållare DJI - Handhållen Actionkamera Hållare för DJI
dji-osmo-nano-hallare-magnetisk-vertikal,dji-osmo-nano-hallare-magnetisk-vertikal,/products/dji-osmo-nano-hallare-magnetisk-vertikal,/products/dji-osmo-nano-hallare-magnetisk-vertikal,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano Hållare för Stabil Filmning
dji-osmo-nano-tripod,dji-osmo-nano-tripod,/products/dji-osmo-nano-tripod,/products/dji-osmo-nano-tripod,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Nano stativ för flexibel kamerastabilisering
osmo-nano-snabbfaste,osmo-nano-snabbmount,/products/osmo-nano-snabbfaste,/products/osmo-nano-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,snabbfäste till DJI Osmo Nano
storage-bag-usb-minne-digitala-accessories,storage-bag-usb-minne-digitala-accessories,/products/storage-bag-usb-minne-digitala-accessories,/products/storage-bag-usb-minne-digitala-accessories,NO,KEEP,6_REVIEW_ONLY,DRAFT,Förvaringsväska USB-minne - Mångsidig Förvaringsväska för USB-minne
gh1879-mobil-inspelningsvaska-hardfodral,gh1879-mobil-inspelningsbag-hardfodral,/products/gh1879-mobil-inspelningsvaska-hardfodral,/products/gh1879-mobil-inspelningsbag-hardfodral,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GH1879 Portable Mobile - GH1879 Hårdfodral för Mobil
storage-bag-externa-enheter-eva-box,storage-bag-externa-enheter-eva-box,/products/storage-bag-externa-enheter-eva-box,/products/storage-bag-externa-enheter-eva-box,NO,KEEP,6_REVIEW_ONLY,DRAFT,Förvaringsväska externa - Praktisk Förvaringsväska för Externa Enheter
portabelt-minibestickset-utomhusverktyg,portabelt-minibestickset-utomhusverktyg,/products/portabelt-minibestickset-utomhusverktyg,/products/portabelt-minibestickset-utomhusverktyg,NO,KEEP,6_REVIEW_ONLY,DRAFT,Bärbar Mini Tableware Set - Portabelt Minibestickset
stalmugg-laderfodral-30ml,stalmugg-laderfodral-30ml,/products/stalmugg-laderfodral-30ml,/products/stalmugg-laderfodral-30ml,NO,KEEP,6_REVIEW_ONLY,DRAFT,Stålmugg Läderfodral 30ml
hopvikbar-mugg-rostfritt-stal-camping,hopvikbar-mugg-rostfritt-stal-camping,/products/hopvikbar-mugg-rostfritt-stal-camping,/products/hopvikbar-mugg-rostfritt-stal-camping,NO,KEEP,6_REVIEW_ONLY,DRAFT,stainless steel camping - Hopvikbar Mugg i Rostfritt Stål för Uteliv
vikbart-campingbestickset-abs,vikbart-campingbestickset-abs,/products/vikbart-campingbestickset-abs,/products/vikbart-campingbestickset-abs,NO,KEEP,6_REVIEW_ONLY,DRAFT,3 in 1 ABS Folding Dinnerware Cutlery Fork Chopsticks Set with Storage Box Outdoor Camping Hiking Traveling Tableware Set
campingbestick-opener-utomhusverktyg-2-pack-5-i-1,campingbestick-opener-utomhusverktyg-2-pack-5-i-1,/products/campingbestick-opener-utomhusverktyg-2-pack-5-i-1,/products/campingbestick-opener-utomhusverktyg-2-pack-5-i-1,NO,KEEP,6_REVIEW_ONLY,DRAFT,2 PCS 5 in 1 Multi-functional - Multifunktionella Campingbestick
picknickkorg-kylvaska-termisk-forvaring,picknickkorg-kylbag-termisk-storage,/products/picknickkorg-kylvaska-termisk-forvaring,/products/picknickkorg-kylbag-termisk-storage,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Praktisk Picknickkorg Kylväska för Utomhusbruk
camping-tekanna-set-portabelt-kokset,camping-tekanna-set-portabelt-kokset,/products/camping-tekanna-set-portabelt-kokset,/products/camping-tekanna-set-portabelt-kokset,NO,KEEP,6_REVIEW_ONLY,DRAFT,Portabelt Camping Tekanna Set för Friluftsliv
eldblasare-camping-stal-utdragbart,eldblasare-camping-stal-utdragbart,/products/eldblasare-camping-stal-utdragbart,/products/eldblasare-camping-stal-utdragbart,NO,KEEP,6_REVIEW_ONLY,DRAFT,eldblåsare camping - Utdragbar Eldblåsare i Stål för Camping 2-Pack
kompakt-spritkok-camping,kompakt-spritkok-camping,/products/kompakt-spritkok-camping,/products/kompakt-spritkok-camping,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outdoor Mini Stainless Steel Handle Alcohol Stove Camping Fuel Small Hot Pot Windproof Alcohol Stove, 9.5cm"
barbar-campingkamin-rostfritt-stal-vindtat,barbar-campingkamin-rostfritt-stal-vindtat,/products/barbar-campingkamin-rostfritt-stal-vindtat,/products/barbar-campingkamin-rostfritt-stal-vindtat,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outdoor Stainless Steel Windproof Stove Portable Camping Roast Stove Set, Wood Stove, Stove Set+Wood Stove"
grythallare-aluminium-anti-skallning,grythallare-aluminium-anti-skallning,/products/grythallare-aluminium-anti-skallning,/products/grythallare-aluminium-anti-skallning,NO,KEEP,6_REVIEW_ONLY,DRAFT,Grythållare Aluminium för Säker Hantering
camping-koksset-rostfritt,camping-koksset-rostfritt,/products/camping-koksset-rostfritt,/products/camping-koksset-rostfritt,NO,KEEP,6_REVIEW_ONLY,DRAFT,Hållbart Camping köksset Rostfritt för Äventyr
mangsidiga-campingbestick-gaffel-sked-rostfritt-st,mangsidiga-campingbestick-gaffel-sked-rostfritt-st,/products/mangsidiga-campingbestick-gaffel-sked-rostfritt-st,/products/mangsidiga-campingbestick-gaffel-sked-rostfritt-st,NO,KEEP,6_REVIEW_ONLY,DRAFT,Campingbestick gaffel - Mångsidiga Campingbestick: Gaffel & Sked
foldable-grillnat-rostfritt-stal-portabelt-bbq-til,foldable-grillnat-rostfritt-stal-portabelt-bbq-til,/products/foldable-grillnat-rostfritt-stal-portabelt-bbq-til,/products/foldable-grillnat-rostfritt-stal-portabelt-bbq-til,NO,KEEP,6_REVIEW_ONLY,DRAFT,Fällbart Grillnät för BBQ och Utomhusbruk
kylvaska-cylinderformad-portabel-fallbar,kylbag-cylinderformad-portabel-fallbar,/products/kylvaska-cylinderformad-portabel-fallbar,/products/kylbag-cylinderformad-portabel-fallbar,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Kylväska Cylinderformad för Drycker och Lunch
hz-003-kolgrill-barbar-utomhus,hz-003-kolgrill-barbar-utomhus,/products/hz-003-kolgrill-barbar-utomhus,/products/hz-003-kolgrill-barbar-utomhus,NO,KEEP,6_REVIEW_ONLY,DRAFT,HZ-003 Kolgrill Bärbar för Utomhusbruk
korvgrillare-with-handtag,korvgrillare-with-handtag,/products/korvgrillare-with-handtag,/products/korvgrillare-with-handtag,NO,KEEP,6_REVIEW_ONLY,DRAFT,2 PCS Hot Dog Barbecue Cage - 2-pack Korvgrillare med Trähandtag
u-formade-grillspett-metall-rostfritt-stal,u-formade-grillspett-metall-rostfritt-stal,/products/u-formade-grillspett-metall-rostfritt-stal,/products/u-formade-grillspett-metall-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Stainless Steel Barbecue Skewers Barbecue Fork U-shaped Barbecue Fork, Spec: 6pcs + 2  Sweeps, 6 PCS, 4 PCS"
camping-matlada-vikbar-aluminium-retro,camping-matlada-vikbar-aluminium-retro,/products/camping-matlada-vikbar-aluminium-retro,/products/camping-matlada-vikbar-aluminium-retro,NO,KEEP,6_REVIEW_ONLY,DRAFT,Camping Matlåda Vikbar i Aluminium för Äventyr
cls-outdoor-camping-kokutrustning-storage-bag,cls-outdoor-camping-kokequipment-storage-bag,/products/cls-outdoor-camping-kokutrustning-storage-bag,/products/cls-outdoor-camping-kokequipment-storage-bag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,CLS Outdoor Camping Cookware - CLS Förvaringsväska för Camping
cls-outdoor-plate-kit-rostfritt-stal,cls-outdoor-plate-kit-rostfritt-stal,/products/cls-outdoor-plate-kit-rostfritt-stal,/products/cls-outdoor-plate-kit-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,CLS Outdoor Plate Kit: Hållbart Campingporslin
camping-skal-rostfri,camping-shell-rostfri,/products/camping-skal-rostfri,/products/camping-shell-rostfri,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Hållbar Camping Skål Rostfri för Alla Äventyr
campingmuggar-stal-set,campingmuggar-stal-set,/products/campingmuggar-stal-set,/products/campingmuggar-stal-set,NO,KEEP,6_REVIEW_ONLY,DRAFT,Campingmuggar stål set - 4 Robusta Muggar för Uteliv
portabel-vedspis-camping-fallbar,portabel-vedspis-camping-fallbar,/products/portabel-vedspis-camping-fallbar,/products/portabel-vedspis-camping-fallbar,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outdoor Camping Folding Portable Barbecue Wood Stove, Size:, Small (Green), Small (Black), Small (Stainless Steel), Large (Green), Large (Black), Large (Stainless Steel)"
yanchuan-barbart-gasolkok-single,yanchuan-barbart-gasolkok-single,/products/yanchuan-barbart-gasolkok-single,/products/yanchuan-barbart-gasolkok-single,NO,KEEP,6_REVIEW_ONLY,DRAFT,YANCHUAN Bärbart Gasolkök för Utomhusbruk
campingmugg-rostfritt-stal,campingmugg-rostfritt-stal,/products/campingmugg-rostfritt-stal,/products/campingmugg-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,Robust Campingmugg Rostfritt Stål för Äventyret
gjutjarnsstekpanna-utomhus-bbq,gjutjarnsstekpanna-utomhus-bbq,/products/gjutjarnsstekpanna-utomhus-bbq,/products/gjutjarnsstekpanna-utomhus-bbq,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outdoor Camping BBQ Cast Iron Grill Pan,Style:, Baking Pan Only, Baking Pan+Hemp Rope, Baking Pan+Hemp Rope+Storage Bag, Baking Pan+Net+Hemp Rope, Baking Pan+Net+Hemp Rope+Storage Bag"
bbq-grillpase-non-stick-mesh-grilling-bag-storlek,bbq-grillpase-non-stick-mesh-grilling-bag-storlek,/products/bbq-grillpase-non-stick-mesh-grilling-bag-storlek,/products/bbq-grillpase-non-stick-mesh-grilling-bag-storlek,NO,KEEP,6_REVIEW_ONLY,DRAFT,BBQ Grillpåse Non-Stick för Enkel Grillning
1124-7-utdragbar-traginne-marshmallows,1124-7-utdragbar-traginne-marshmallows,/products/1124-7-utdragbar-traginne-marshmallows,/products/1124-7-utdragbar-traginne-marshmallows,NO,KEEP,6_REVIEW_ONLY,DRAFT,1124-7 retractable wooden - 1124-7 Utdragbar Grillpinne i Trä
fallbar-grill-rostfritt-stal-utomhus,fallbar-grill-rostfritt-stal-utomhus,/products/fallbar-grill-rostfritt-stal-utomhus,/products/fallbar-grill-rostfritt-stal-utomhus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Fällbar Grill Rostfritt Stål för Utomhusbruk
camping-bestick-set-rostfritt-stal-22-delar,camping-bestick-set-rostfritt-stal-22-delar,/products/camping-bestick-set-rostfritt-stal-22-delar,/products/camping-bestick-set-rostfritt-stal-22-delar,NO,KEEP,6_REVIEW_ONLY,DRAFT,Komplett Camping Bestick Set i Rostfritt Stål
hopfallbar-campingpall,hopfallbar-campingpall,/products/hopfallbar-campingpall,/products/hopfallbar-campingpall,NO,KEEP,6_REVIEW_ONLY,DRAFT,Hopfällbar Campingpall för Alla Dina Äventyr
portabelt-gaskok-camping,portabelt-gaskok-camping,/products/portabelt-gaskok-camping,/products/portabelt-gaskok-camping,NO,KEEP,6_REVIEW_ONLY,DRAFT,Portabelt gaskök camping - Portabelt Gaskök för Camping och Vandring
grillspett-rostfritt-stal,grillspett-rostfritt-stal,/products/grillspett-rostfritt-stal,/products/grillspett-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,Grillspett rostfritt stål - Grillspett i Rostfritt Stål
vikbar-stekspade-camping,vikbar-stekspade-camping,/products/vikbar-stekspade-camping,/products/vikbar-stekspade-camping,NO,KEEP,6_REVIEW_ONLY,DRAFT,Vikbar stekspade camping – Hållbar och portabel
grillkorg-rostfritt-stal-bbq-roterande-natbur,grillkorg-rostfritt-stal-bbq-roterande-natbur,/products/grillkorg-rostfritt-stal-bbq-roterande-natbur,/products/grillkorg-rostfritt-stal-bbq-roterande-natbur,NO,KEEP,6_REVIEW_ONLY,DRAFT,Outdoor Stainless Steel - Roterande Grillkorg i Rostfritt Stål för BBQ
hewolf-hw-k1501-4-5-people-outdoor-aluminum-stove,hewolf-hw-k1501-4-5-people-outdoor-aluminum-stove,/products/hewolf-hw-k1501-4-5-people-outdoor-aluminum-stove,/products/hewolf-hw-k1501-4-5-people-outdoor-aluminum-stove,NO,KEEP,6_REVIEW_ONLY,DRAFT,Hewolf HW-K1501 4-5 People Outdoor Aluminum Stove Portable Storage Cam
hewolf-hw-k1779-4-5-people-outdoor-aluminum-stove,hewolf-hw-k1779-4-5-people-outdoor-aluminum-stove,/products/hewolf-hw-k1779-4-5-people-outdoor-aluminum-stove,/products/hewolf-hw-k1779-4-5-people-outdoor-aluminum-stove,NO,KEEP,6_REVIEW_ONLY,DRAFT,Hewolf HW-K1779 4-5 People Outdoor Aluminum Stove Portable Storage Cam
camping-gasbrannare-cool-camp-cf-75,camping-gasbrannare-cool-camp-cf-75,/products/camping-gasbrannare-cool-camp-cf-75,/products/camping-gasbrannare-cool-camp-cf-75,NO,KEEP,6_REVIEW_ONLY,DRAFT,Gasbrännare camping - COOL CAMP CF-75 Gasbrännare för Utomhus
cool-camp-campingmugg-rostfri-stal,cool-camp-campingmugg-rostfri-stal,/products/cool-camp-campingmugg-rostfri-stal,/products/cool-camp-campingmugg-rostfri-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,COOL CAMP Campingmugg Rostfri Stål
grillmotor-batteridriven-rotisserie,grillmotor-batterydriven-rotisseries,/products/grillmotor-batteridriven-rotisserie,/products/grillmotor-batterydriven-rotisseries,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,grillmotor utomhus tillbehör - Batteridriven Grillmotor
grillkorg-rostfri-stal-fyrkantig-hojt-handtag,grillkorg-rostfri-stal-fyrkantig-hojt-handtag,/products/grillkorg-rostfri-stal-fyrkantig-hojt-handtag,/products/grillkorg-rostfri-stal-fyrkantig-hojt-handtag,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Stainless Steel Square BBQ Basket Heightened Handle Anti-scalding Grill Basket, 42.5x28x10.5"
portabelt-campingkok-mini-fallbar-gasspis,portabelt-campingkok-mini-fallbar-gasspis,/products/portabelt-campingkok-mini-fallbar-gasspis,/products/portabelt-campingkok-mini-fallbar-gasspis,NO,KEEP,6_REVIEW_ONLY,DRAFT,Portabelt campingkök mini - Fällbar Gasspis
camping-bestick-vikbart-7-i-1,camping-bestick-vikbart-7-i-1,/products/camping-bestick-vikbart-7-i-1,/products/camping-bestick-vikbart-7-i-1,NO,KEEP,6_REVIEW_ONLY,DRAFT,Multifunktionellt Camping Bestick Vikbart 7-i-1
bbq-grillspett-trahandtag-portabelt-set,bbq-grillspett-trahandtag-portabelt-set,/products/bbq-grillspett-trahandtag-portabelt-set,/products/bbq-grillspett-trahandtag-portabelt-set,NO,KEEP,6_REVIEW_ONLY,DRAFT,BBQ grillspett trähandtag - BBQ Grillspett med Trähandtag
campingkastrull-vikbar-cls-770ml,campingkastrull-vikbar-cls-770ml,/products/campingkastrull-vikbar-cls-770ml,/products/campingkastrull-vikbar-cls-770ml,NO,KEEP,6_REVIEW_ONLY,DRAFT,campingkastrull vikbar - Vikbar Campingkastrull CLS 770ml – Din Perfek
utekastrull-3000ml-16cm-hojd-rostfri,utekastrull-3000ml-16cm-hojd-rostfri,/products/utekastrull-3000ml-16cm-hojd-rostfri,/products/utekastrull-3000ml-16cm-hojd-rostfri,NO,KEEP,6_REVIEW_ONLY,DRAFT,3000ml 16cm Heightened Outdoor - Höjd Utekastrull 3000ml 16cm
picknickvaska-bestick-cool-camp,picknickbag-bestick-cool-camp,/products/picknickvaska-bestick-cool-camp,/products/picknickbag-bestick-cool-camp,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,COOL CAMP Picknickväska Bestick för Utomhusbruk
picknickvaska-bestick-cool-camp-1,picknickbag-bestick-cool-camp-1,/products/picknickvaska-bestick-cool-camp-1,/products/picknickbag-bestick-cool-camp-1,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,COOL CAMP Picknickväska Bestick för Utomhusbruk
campingkok-gasol-runt-aotu-at6313,campingkok-gasol-runt-aotu-at6313,/products/campingkok-gasol-runt-aotu-at6313,/products/campingkok-gasol-runt-aotu-at6313,NO,KEEP,6_REVIEW_ONLY,DRAFT,aotu at6313 outdoor - AOTU AT6313 Utomhus Gasolkök med Rund Brännare
camping-skal-rostfritt-aotu-at6446,camping-shell-rostfritt-aotu-at6446,/products/camping-skal-rostfritt-aotu-at6446,/products/camping-shell-rostfritt-aotu-at6446,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"AOTU AT6446 Outdoor 304 Stainless Steel Bowl Camping Tableware, 300ml, 400ml, 600ml"
campingtallrikar-set-rostfritt-stal-utomhus,campingtallrikar-set-rostfritt-stal-utomhus,/products/campingtallrikar-set-rostfritt-stal-utomhus,/products/campingtallrikar-set-rostfritt-stal-utomhus,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outdoor Stainless Steel Dinner Plate Set Camping Portable BBQ Plate, With Storage Bag, AOTU AT6438-1 4pcs /Set, AOTU AT6438-1 8pcs /Set, AOTU AT6438-1 12pcs /Set, AOTU AT6438-1 16pcs /Set"
nackremfaste-actionkamera,nackremmount-actionkamera,/products/nackremfaste-actionkamera,/products/nackremmount-actionkamera,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Original Neck Strap Mount Max for DJI Osmo 360 / Action 3 / Action 4 / Action 5 Pro, Neck Strap Mount Max"
dji-fpv-propellers-drone,dji-fpv-propellers-drone,/products/dji-fpv-propellers-drone,/products/dji-fpv-propellers-drone,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI FPV propellrar drönar - Sunnylife 5328S Snabbfäste Propellrar
insta360-x5-laddstation-portabel-charging-hub-lcd,insta360-x5-laddstation-portabel-charging-hub-lcd,/products/insta360-x5-laddstation-portabel-charging-hub-lcd,/products/insta360-x5-laddstation-portabel-charging-hub-lcd,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 X5 Laddstation med LCD-skärm
lktop-lk340-40w-dronarsoklampa,lktop-lk340-40w-dronesoklampa,/products/lktop-lk340-40w-dronarsoklampa,/products/lktop-lk340-40w-dronesoklampa,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,LKTOP LK340 40W Searchlight - LKTOP LK340 40W Drönarsöklampa
dji-matrice-4t-4e-lktop-uc342-200w-3-kanals-laddar,dji-matrice-4t-4e-lktop-uc342-200w-3-kanals-laddar,/products/dji-matrice-4t-4e-lktop-uc342-200w-3-kanals-laddar,/products/dji-matrice-4t-4e-lktop-uc342-200w-3-kanals-laddar,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Matrice 4T / 4E LKTOP - Laddstation LKTOP UC342 för DJI Matrice
puluz-73-5cm-metall-selfiestick-monopod-insta360,puluz-73-5cm-metall-selfiestick-monopod-insta360,/products/puluz-73-5cm-metall-selfiestick-monopod-insta360,/products/puluz-73-5cm-metall-selfiestick-monopod-insta360,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 selfiestick - PULUZ 73.5cm Metall Selfiestick för Insta360
dji-mini-3-pro-gps-modul-1,dji-mini-3-pro-gps-modul-1,/products/dji-mini-3-pro-gps-modul-1,/products/dji-mini-3-pro-gps-modul-1,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Mini 3 Pro GPS-modul för Precision
hogtalarforstarkare-dji,hogtalarforstarkare-dji,/products/hogtalarforstarkare-dji,/products/hogtalarforstarkare-dji,NO,KEEP,6_REVIEW_ONLY,DRAFT,Högtalarförstärkare DJI för Effektiv Drönarkommunikation
gimbalbegransare-mini-dji-mini-5-pro,gimbalbegransare-mini-dji-mini-5-pro,/products/gimbalbegransare-mini-dji-mini-5-pro,/products/gimbalbegransare-mini-dji-mini-5-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,Gimbalbegränsare Mini till DJI Mini 5 Pro
kamerakabel-dji-mini-5-pro-hall-drones-flygande,kameracable-dji-mini-5-pro-hall-drones-flygande,/products/kamerakabel-dji-mini-5-pro-hall-drones-flygande,/products/kameracable-dji-mini-5-pro-hall-drones-flygande,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Kamerakabel för DJI Mini 5 Pro - Håll din drönare flygande
